# avg nc=202.4945054945055
0,214
100,213
200,207
300,214
400,216
500,216
600,220
700,211
800,209
900,210
1000,213
1100,211
1200,209
1300,211
1400,210
1500,211
1600,203
1700,202
1800,206
1900,207
2000,204
2100,201
2200,199
2300,198
2400,212
2500,203
2600,203
2700,198
2800,206
2900,203
3000,207
3100,204
3200,204
3300,200
3400,193
3500,195
3600,208
3700,195
3800,203
3900,203
4000,206
4100,207
4200,214
4300,216
4400,209
4500,207
4600,196
4700,202
4800,201
4900,201
5000,214
5100,211
5200,207
5300,208
5400,203
5500,215
5600,207
5700,209
5800,200
5900,212
6000,210
6100,213
6200,213
6300,215
6400,210
6500,216
6600,208
6700,207
6800,208
6900,214
7000,213
7100,218
7200,209
7300,207
7400,210
7500,208
7600,209
7700,215
7800,206
7900,224
8000,217
8100,216
8200,210
8300,219
8400,216
8500,212
8600,212
8700,214
8800,212
8900,204
9000,209
9100,210
9200,216
9300,211
9400,207
9500,217
9600,222
9700,216
9800,216
9900,208
10000,211
10100,212
10200,214
10300,211
10400,213
10500,209
10600,208
10700,202
10800,206
10900,208
11000,211
11100,211
11200,207
11300,209
11400,205
11500,208
11600,204
11700,213
11800,212
11900,208
12000,213
12100,209
12200,205
12300,202
12400,205
12500,204
12600,202
12700,203
12800,206
12900,211
13000,204
13100,216
13200,210
13300,204
13400,208
13500,203
13600,205
13700,205
13800,202
13900,202
14000,207
14100,203
14200,208
14300,214
14400,213
14500,203
14600,209
14700,213
14800,216
14900,211
15000,219
15100,214
15200,212
15300,215
15400,216
15500,216
15600,219
15700,216
15800,217
15900,205
16000,209
16100,212
16200,213
16300,212
16400,212
16500,221
16600,216
16700,214
16800,207
16900,205
17000,214
17100,210
17200,208
17300,211
17400,210
17500,214
17600,207
17700,210
17800,211
17900,217
18000,215
18100,214
18200,211
18300,204
18400,216
18500,215
18600,219
18700,214
18800,214
18900,211
19000,208
19100,206
19200,210
19300,195
19400,202
19500,205
19600,199
19700,202
19800,204
19900,202
20000,203
20100,205
20200,209
20300,196
20400,211
20500,200
20600,206
20700,206
20800,209
20900,209
21000,206
21100,211
21200,208
21300,207
21400,211
21500,208
21600,204
21700,207
21800,207
21900,201
22000,197
22100,206
22200,208
22300,207
22400,203
22500,202
22600,201
22700,199
22800,199
22900,210
23000,208
23100,204
23200,202
23300,204
23400,199
23500,203
23600,206
23700,202
23800,200
23900,208
24000,206
24100,206
24200,206
24300,204
24400,209
24500,211
24600,214
24700,207
24800,206
24900,214
25000,207
25100,205
25200,202
25300,207
25400,204
25500,201
25600,210
25700,207
25800,209
25900,206
26000,200
26100,198
26200,206
26300,204
26400,194
26500,198
26600,197
26700,198
26800,199
26900,200
27000,210
27100,205
27200,198
27300,198
27400,198
27500,189
27600,195
27700,196
27800,197
27900,187
28000,194
28100,191
28200,200
28300,200
28400,203
28500,195
28600,201
28700,201
28800,202
28900,201
29000,206
29100,195
29200,206
29300,192
29400,199
29500,204
29600,208
29700,200
29800,204
29900,199
30000,201
30100,203
30200,201
30300,200
30400,205
30500,199
30600,206
30700,200
30800,200
30900,209
31000,194
31100,202
31200,188
31300,192
31400,193
31500,196
31600,191
31700,200
31800,204
31900,196
32000,194
32100,205
32200,204
32300,204
32400,197
32500,207
32600,197
32700,206
32800,203
32900,206
33000,212
33100,202
33200,214
33300,205
33400,211
33500,211
33600,201
33700,199
33800,204
33900,201
34000,203
34100,208
34200,202
34300,207
34400,200
34500,200
34600,197
34700,196
34800,197
34900,199
35000,195
35100,198
35200,205
35300,209
35400,195
35500,198
35600,205
35700,204
35800,201
35900,204
36000,210
36100,207
36200,213
36300,208
36400,209
36500,209
36600,209
36700,213
36800,202
36900,206
37000,212
37100,208
37200,203
37300,209
37400,205
37500,212
37600,205
37700,200
37800,201
37900,205
38000,204
38100,198
38200,195
38300,199
38400,200
38500,198
38600,205
38700,197
38800,194
38900,200
39000,191
39100,194
39200,199
39300,192
39400,201
39500,194
39600,198
39700,197
39800,203
39900,200
40000,202
40100,202
40200,198
40300,205
40400,201
40500,205
40600,207
40700,203
40800,198
40900,198
41000,194
41100,201
41200,199
41300,197
41400,198
41500,197
41600,195
41700,201
41800,200
41900,198
42000,199
42100,201
42200,197
42300,199
42400,186
42500,193
42600,192
42700,208
42800,199
42900,198
43000,210
43100,204
43200,208
43300,204
43400,207
43500,202
43600,198
43700,200
43800,215
43900,203
44000,198
44100,205
44200,203
44300,200
44400,201
44500,205
44600,210
44700,212
44800,207
44900,210
45000,203
45100,200
45200,205
45300,197
45400,206
45500,208
45600,204
45700,204
45800,205
45900,202
46000,198
46100,201
46200,201
46300,201
46400,196
46500,189
46600,192
46700,197
46800,195
46900,204
47000,201
47100,204
47200,208
47300,206
47400,209
47500,195
47600,200
47700,203
47800,204
47900,202
48000,200
48100,203
48200,199
48300,200
48400,194
48500,195
48600,198
48700,200
48800,198
48900,199
49000,201
49100,205
49200,202
49300,200
49400,199
49500,201
49600,209
49700,199
49800,193
49900,199
50000,208
50100,202
50200,201
50300,207
50400,200
50500,200
50600,206
50700,212
50800,208
50900,198
51000,210
51100,207
51200,198
51300,200
51400,195
51500,197
51600,200
51700,197
51800,193
51900,198
