# avg ncr=2172.747252747253
0,2641
100,2634
200,2642
300,2633
400,2611
500,2629
600,2605
700,2633
800,2626
900,2633
1000,2649
1100,2632
1200,2604
1300,2610
1400,2599
1500,2639
1600,2662
1700,2644
1800,2626
1900,2623
2000,2601
2100,2606
2200,2616
2300,2642
2400,2632
2500,2628
2600,2649
2700,2668
2800,2625
2900,2588
3000,2628
3100,2600
3200,2566
3300,2601
3400,2586
3500,2599
3600,2639
3700,2592
3800,2591
3900,2608
4000,2620
4100,2630
4200,2583
4300,2585
4400,2593
4500,2595
4600,2607
4700,2593
4800,2618
4900,2606
5000,2556
5100,2596
5200,2583
5300,2637
5400,2630
5500,2604
5600,2603
5700,2607
5800,2608
5900,2609
6000,2634
6100,2614
6200,2599
6300,2607
6400,2618
6500,2612
6600,2656
6700,2608
6800,2623
6900,2650
7000,2606
7100,2639
7200,2623
7300,2630
7400,2664
7500,2591
7600,2597
7700,2623
7800,2627
7900,2615
8000,2620
8100,2623
8200,2623
8300,2614
8400,2617
8500,2580
8600,2610
8700,2587
8800,2595
8900,2596
9000,2619
9100,2654
9200,2627
9300,2632
9400,2587
9500,2617
9600,2647
9700,2583
9800,2624
9900,2642
10000,2637
10100,2652
10200,2641
10300,2633
10400,2620
10500,2628
10600,2640
10700,2602
10800,2592
10900,2591
11000,2627
11100,2599
11200,2635
11300,2624
11400,2635
11500,2655
11600,2608
11700,2617
11800,2605
11900,2583
12000,2625
12100,2598
12200,2627
12300,2598
12400,2649
12500,2574
12600,2613
12700,2619
12800,2612
12900,2605
13000,2605
13100,2623
13200,2599
13300,2632
13400,2591
13500,2604
13600,2634
13700,2612
13800,2617
13900,2575
14000,2623
14100,2656
14200,2600
14300,2618
14400,2617
14500,2591
14600,2621
14700,2633
14800,2624
14900,2618
15000,2655
15100,2601
15200,2614
15300,2597
15400,2656
15500,2605
15600,2604
15700,2614
15800,2613
15900,2639
16000,2609
16100,2627
16200,2633
16300,2651
16400,2604
16500,2627
16600,2590
16700,2575
16800,2615
16900,2617
17000,2631
17100,2628
17200,2610
17300,2609
17400,2585
17500,2596
17600,2605
17700,2560
17800,2630
17900,2619
18000,2597
18100,2589
18200,2600
18300,2601
18400,2553
18500,2647
18600,2592
18700,2613
18800,2608
18900,2596
19000,2583
19100,2601
19200,2564
19300,2613
19400,2593
19500,2596
19600,2593
19700,2644
19800,2609
19900,2614
20000,2610
20100,2606
20200,2610
20300,2619
20400,2612
20500,2600
20600,2584
20700,2596
20800,2641
20900,2621
21000,2625
21100,2581
21200,2579
21300,2583
21400,2621
21500,2580
21600,2603
21700,2602
21800,2581
21900,2568
22000,2574
22100,2584
22200,2573
22300,2606
22400,2585
22500,2592
22600,2560
22700,2571
22800,2590
22900,2568
23000,2610
23100,2595
23200,2596
23300,2564
23400,2594
23500,2600
23600,2604
23700,2569
23800,2593
23900,2573
24000,2581
24100,2567
24200,2576
24300,2573
24400,2588
24500,2570
24600,2586
24700,2573
24800,2536
24900,2601
25000,2582
25100,2604
25200,2616
25300,2599
25400,2595
25500,2574
25600,2599
25700,2594
25800,2604
25900,2621
26000,2574
26100,2584
26200,2575
26300,2591
26400,2605
26500,2571
26600,2593
26700,2580
26800,2591
26900,2582
27000,2648
27100,2602
27200,2585
27300,2586
27400,2614
27500,2578
27600,2584
27700,2589
27800,2556
27900,2545
28000,2609
28100,2600
28200,2599
28300,2579
28400,2609
28500,2565
28600,2582
28700,2582
28800,2606
28900,2617
29000,2602
29100,2571
29200,2585
29300,2580
29400,2580
29500,2580
29600,2599
29700,2585
29800,2587
29900,2597
30000,2569
30100,2620
30200,2568
30300,2610
30400,2622
30500,2548
30600,2585
30700,2600
30800,2604
30900,2601
31000,2594
31100,2589
31200,2582
31300,2580
31400,2578
31500,2599
31600,2598
31700,2569
31800,2578
31900,2595
32000,2543
32100,2602
32200,2559
32300,2581
32400,2581
32500,2591
32600,2554
32700,2605
32800,2556
32900,2581
